start_id,end_id,relationship
162,65,WORKS_ON
163,15,WORKS_ON
164,20,WORKS_ON
165,57,WORKS_ON
166,62,WORKS_ON
167,27,WORKS_ON
168,1,WORKS_ON
169,38,WORKS_ON
170,65,WORKS_ON
171,47,WORKS_ON
172,46,WORKS_ON
173,65,WORKS_ON
174,42,WORKS_ON
175,70,WORKS_ON
176,45,WORKS_ON
177,49,WORKS_ON
178,67,WORKS_ON
179,58,WORKS_ON
180,63,WORKS_ON
181,43,WORKS_ON
182,64,WORKS_ON
183,62,WORKS_ON
184,74,WORKS_ON
185,18,WORKS_ON
186,9,WORKS_ON
187,47,WORKS_ON
188,69,WORKS_ON
189,52,WORKS_ON
190,11,WORKS_ON
191,8,WORKS_ON
192,47,WORKS_ON
193,31,WORKS_ON
194,39,WORKS_ON
195,65,WORKS_ON
196,73,WORKS_ON
197,62,WORKS_ON
198,15,WORKS_ON
199,56,WORKS_ON
200,2,WORKS_ON
201,22,WORKS_ON
202,45,WORKS_ON
203,32,WORKS_ON
204,52,WORKS_ON
205,63,WORKS_ON
206,6,WORKS_ON
207,44,WORKS_ON
208,52,WORKS_ON
209,72,WORKS_ON
210,12,WORKS_ON
211,34,WORKS_ON
212,63,WORKS_ON
213,18,WORKS_ON
214,25,WORKS_ON
215,26,WORKS_ON
216,71,WORKS_ON
217,58,WORKS_ON
218,26,WORKS_ON
219,3,WORKS_ON
220,28,WORKS_ON
221,68,WORKS_ON
222,51,WORKS_ON
223,75,WORKS_ON
224,6,WORKS_ON
225,66,WORKS_ON
226,63,WORKS_ON
227,32,WORKS_ON
228,33,WORKS_ON
229,23,WORKS_ON
230,56,WORKS_ON
231,54,WORKS_ON
232,25,WORKS_ON
233,43,WORKS_ON
234,34,WORKS_ON
235,12,WORKS_ON
236,63,WORKS_ON
237,67,WORKS_ON
238,51,WORKS_ON
239,32,WORKS_ON
240,50,WORKS_ON
241,41,WORKS_ON
242,5,WORKS_ON
243,72,WORKS_ON
244,24,WORKS_ON
245,63,WORKS_ON
246,31,WORKS_ON
247,22,WORKS_ON
248,32,WORKS_ON
249,19,WORKS_ON
250,39,WORKS_ON
